pres,time,temp,conductivity,sbeox0v,fluo_chl,upoly0,upoly1,potemp,sal00,sigma,sbeox_ml,sbeox_mm,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,echo3x,frame_sync,counter,chl_hi_gain_counts,chl_lo_gain_counts,chl_ltc_counts,chl_raw_counts,beta_700_hi_gain_counts,beta_700_lo_gain_counts,beta_700_ltc_counts,beta_700_raw_counts,chl2_hi_gain_counts,chl2_lo_gain_counts,chl2_ltc_counts,chl2_raw_counts,fdom_hi_gain_counts,fdom_lo_gain_counts,fdom_ltc_counts,fdom_raw_counts,v_main_volts,date
362.571,10H 1M 35.4789999999994S,13.7235,4.569225,2.2643,0.1544,1.8393365,13.697985,13.6698,38.6454,29.0789,3.3863,146.958,0,36095.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
363.703,10H 1M 36.4789999999994S,13.7252,4.569497,2.2645,0.154,1.839133,13.701403000000001,13.6713,38.6458,29.0789,3.3873,147.004,0,36096.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
364.1,10H 1M 37.4789999999994S,13.7247,4.56946,2.2646,0.168,1.8389804,13.701403000000001,13.6708,38.6458,29.079,3.3862,146.954,0,36097.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
364.177,10H 1M 38.4789999999994S,13.7236,4.569292,2.2643,0.1705,1.8390822,13.700719,13.6696,38.6453,29.0788,3.3861,146.952,0,36098.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
364.657,10H 1M 39.4789999999994S,13.7248,4.56948,2.2644,0.1638,1.839133,13.704137,13.6708,38.6456,29.0788,3.3867,146.975,0,36099.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
365.587,10H 1M 40.4789999999994S,13.7251,4.569584,2.264,0.1627,1.8389295,13.704137,13.6709,38.6459,29.079,3.3849,146.899,0,36100.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
366.501,10H 1M 41.4789999999994S,13.7255,4.569675,2.2638,0.1547,1.8387769,13.704821,13.6712,38.6459,29.0789,3.3867,146.977,0,36101.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
367.087,10H 1M 42.4789999999994S,13.7245,4.569583,2.2643,0.1512,1.8388278,13.706872,13.6701,38.6458,29.0791,3.3885,147.055,0,36102.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
367.309,10H 1M 43.4789999999994S,13.7248,4.569633,2.2642,0.1588,1.839133,13.702086,13.6704,38.6459,29.0791,3.386,146.948,0,36103.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
367.833,10H 1M 44.4789999999994S,13.7243,4.569581,2.2637,0.1497,1.8387769,13.704821,13.6698,38.6456,29.079,3.3872,146.998,0,36104.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA NA NA
